additional_info,address,area,city,country,crawl_date,guest_recommendation,hotel_brand,hotel_category,hotel_description,hotel_facilities,hotel_star_rating,image_count,latitude,locality,longitude,pageurl,point_of_interest,property_id,property_name,property_type,province,qts,query_time_stamp,review_count_by_category,room_area,room_count,room_facilities,room_type,similar_hotel,site_review_count,site_review_rating,site_stay_review_rating,sitename,state,uniq_id
Room Service|Restaurant,"1750, Laxmi Narayan Street ,Chuna Mandi, Pahar Ganj, New Delhi",Paharganj,Delhi,India,2016-08-28,84,Treebo Hotels,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid Photo ID (Driver's License, Voters Card, Passport) required at the time of check-in. Hotel reserves right to admission. This may include cases such as denial of admission to local residents, and to unmarried, unrelated couples, among others.",Airport Transfer Available / Surcharge|Currency Exchange|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Power Backup|Suitable For Children|Car Rental|Express Laundry|Taxi Services|Food Facility|Newspapers In Lobby|Parking Facility|Restaurant|Room Service,3,47,28.640776,Paharganj,77.2091298,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/2802270892471816488/na/hq/,Ramakrishna Ashram Marg|Shivaji Hockey Stadium|Delhi Heart and Lung Institute|Paharganj|Lakshmi Narayan Birla Mandir|Central Delhi|Shivaji Stadium,HTLGBO1000007596,Treebo Natraj Yes Please,Hotel,Delhi,2016-08-28 04:58:13 +0000,2016-08-28 04:58:13 +0000,positive reviews::56|critical reviews::3|reviews with images::8,11 X 10 Sq.ft.,49,Room Service |Air Conditioning |Ceiling Fan|Tea Coffee Kettle / Maker|Internet Connection In Room|Telephone|Newspapers|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Breakfast Available|Toiletries|Premium Amenities / Toiletries|Moisturiser|Coffee Table|TV|Mirror|Attached Bathroom|Daily Room Cleaning|Sufficient Lighting|Western Toilet Seat,Single Room,https://www.goibibo.com/hotels/bella-vista-hotel-in-Delhi-6849973839777050512|https://www.goibibo.com/hotels/raj-villa-hotel-in-Delhi-1885428666473421438|https://www.goibibo.com/hotels/krishna-cottage-hotel-in-Delhi-4208304730309117234|https://www.goibibo.com/hotels/backpacker-panda-delhi-hotel-in-Delhi-6966605683774271354|https://www.goibibo.com/hotels/metropolis-tourist-home-hotel-in-Delhi-1043231650456188340|https://www.goibibo.com/hotels/bajrang-guest-house-hotel-in-Delhi-3223352788673137232|https://www.goibibo.com/hotels/le-grand-int-hotel-in-Delhi-3476414688911329488|https://www.goibibo.com/hotels/optimum-star-plaza-hotel-in-Delhi-1670086119434054518,59,4.3,Service Quality::4.2|Amenities::4.3|Food and Drinks::4.4|Value for Money::4.3|Location::4.4|Cleanliness::4.4,goibibo,Delhi,691fc05af09638a8fb9737ef4d634c79
Room Service,Bhopal _Indore Road Halalpura,"Opp.Sehore Naka, Bbhopal- Indore Road",Bhopal,India,2016-08-28,"",null,regular,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Business Center |Laundry Service Available|Lobby|Front Desk|Power Backup|Veranda|Taxi Services|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility|Room Service|Fire Safety|Fire Exit Signs|First-Aid Kit at Front Desk|Speciality Restaurant,3,8,23.2741263734,"Opp.Sehore Naka, Bbhopal- Indore Road",77.3566533911,http://www.goibibo.com/hotels/detail/Bhopal/hn/1309705427222288830/2479786193662172583/na/hq/,"Opp.Sehore Naka, Bbhopal- Indore Road|Upper Lake|Raja Bhoj Airport",HTLGBO1000076152,theplanet Hotels,Hotel,Bhopal,2016-08-28 04:58:13 +0000,2016-08-28 04:58:13 +0000,"","",2,Room Service |Alarm Clock|Balcony / Terrace|Basic Bathroom Amenities|Ceiling Fan|Shower Facility Available|Newspapers|Housekeeping|Window Opens|Shaving Kit /Dental Kit|Moisturiser|TV|Mirror|Attached Bathroom|Daily Room Cleaning|Dustbins|Modern Toilet Facilities|Sufficient Lighting|Western Toilet Seat,Deluxe Room Ac,https://www.goibibo.com/hotels/sankam-hotel-hotel-in-Belgaum-3093915988161865350|https://www.goibibo.com/hotels/nirmal-residency-hotel-in-Bhopal-1305757037852596935|https://www.goibibo.com/hotels/rk-regency-hotel-in-Bhopal-5569930697561629884|https://www.goibibo.com/hotels/swistar-suites-hotel-in-Bhopal-1975342041496162869|https://www.goibibo.com/hotels/golden-lakes-hotel--hotel-in-Bhopal-2573406711812855705|https://www.goibibo.com/hotels/city-palace--hotel-in-Bhopal-4361698702637100675|https://www.goibibo.com/hotels/neena-palace-hotel-in-Bhopal-5110835938609790527|https://www.goibibo.com/hotels/naman-palace-hotel-in-Bhopal-2918875376512069600|https://www.goibibo.com/hotels/welcomheritage-noor-us-sabha-palace-hotel-in-Bhopal-3883276941806093918|https://www.goibibo.com/hotels/jheelam-homestay--hotel-in-Bhopal-7918518193727587175,"","",Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Madhya Pradesh,7d6fa1e3e4662e897104c5e61c9ba84f
Room Service|Restaurant|Free Internet,"Left Bank Aleo, Naggar Highway, Manali, Himachal Pradesh 175131","Aleo, left bank",Manali,India,2016-08-28,78,Treebo Hotels,gostays,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly  We do not allow unmarried / unrelated couples to check in. This is at the full discretion of the hotel management. No refund would be applicable in case the check-in is denied under such circumstances,Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Power Backup|Multi Lingual Staff|Wake-up Call / Service|Smoking Rooms|Smoking Area |Veg / Non Veg Kitchens Separate |Taxi Services|Food Facility|Newspapers In Lobby|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service|CCTV|Public Restrooms|Security at All Hotel Entrances,3,29,32.2417979,"Aleo, left bank",77.1919516,http://www.goibibo.com/hotels/detail/Manali/hn/2242315224277940906/6908413030689377860/na/hq/,"Chandrakhani Pass|Guru Gobind Singh Ji Gurudwara|Lady Willingdon Hospital|Aleo Bus Stop|Civil Hospital|Aleo, Left Bank",HTLGBO1000071902,Treebo Woodstock Inn,Hotel,Manali,2016-08-28 04:58:13 +0000,2016-08-28 04:58:13 +0000,positive reviews::72|critical reviews::12|reviews with images::16,20 X 10 Sq.ft.,36,Room Service |Air Conditioning |Ceiling Fan|Shower Facility Available|Reading Lamps| Hot / Cold Running Water|Housekeeping|Breakfast Available|Toiletries|Wardrobe|TV|Attached Bathroom|Bedside Table|Daily Room Cleaning|Western Toilet Seat,Single Room,https://www.goibibo.com/hotels/chichoga-holiday-inn-hotel-in-Manali-7308852005993822262|https://www.goibibo.com/hotels/ocean-blue-hotel-in-Manali-886410472678835038|https://www.goibibo.com/hotels/hari-cottage-hotel-in-Manali-7920812074004921092|https://www.goibibo.com/hotels/mai-vrindavan-hotel-in-Manali-8536889683069367666|https://www.goibibo.com/hotels/village-classic-cottage----------------------------------------hotel-in-Manali-5617570342887027766|https://www.goibibo.com/hotels/park-paradise-hotel-in-Manali-8048603189988520016,84,4.2,Service Quality::4.3|Amenities::4.1|Food and Drinks::4.5|Value for Money::4.2|Location::4.1|Cleanliness::4.7,goibibo,Himachal Pradesh,e8a269780907ff01083a9d3960eed267
Room Service|Swimming Pool|Restaurant,"61/1, Vaddy, Siolim, Bardez, Goa-403517",Vagator Area,Goa,India,2016-08-28,33,Treebo Hotels,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid Photo ID (Driver's License, Voters Card, Passport) required at the time of check-in. Hotel reserves right to admission. This may include cases such as denial of admission to local residents, and to unmarried, unrelated couples, among others.",Swimming Pool|Laundry Service Available|Lobby|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Power Backup|Gardens|Multi Lingual Staff|Suitable For Children|Smoking Area |Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Food Facility|Newspapers In Lobby|Internet Access|Restaurant|Room Service|Fire Safety|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Public Restrooms|Security at All Hotel Entrances,3,60,15.6150402893,Vagator Area,73.7692315979,http://www.goibibo.com/hotels/detail/Goa/hn/8717279093827200968/8186196645234945319/na/hq/,North Goa|Vagator Area,HTLGBO1000012667,Treebo Vila de Goa,Hotel,Goa,2016-08-28 04:58:13 +0000,2016-08-28 04:58:13 +0000,positive reviews::2|critical reviews::1|reviews with images::2,30 X 10 Sq.ft.,10,Room Service |Air Conditioning |Basic Bathroom Amenities|Tea Coffee Kettle / Maker|Internet Connection In Room|Shower Facility Available|Newspapers|Mineral Water|Housekeeping|Desk in Room|Breakfast Available|Toiletries|Moisturiser|Coffee Table|HD / LCD Satellite TV |TV|Mirror|Attached Bathroom|Bedside Table|Curtains/Shades|Daily Room Cleaning|Do-Not-Disturb Notice|Dustbins|Modern Toilet Facilities|Rooms with Attached Bathrooms|Western Toilet Seat,Deluxe Room,https://www.goibibo.com/hotels/fully-furnished-european-apt-with-private-sundeck-hotel-in-Goa-5549318100580982744|https://www.goibibo.com/hotels/riviera-sapphire-hotel-in-Goa-4208242716478295062|https://www.goibibo.com/hotels/vanitin-de-goa-hotel-in-Goa-956594184971747527|https://www.goibibo.com/hotels/the-river-palace-hotel-in-Goa-8312029004747409308|https://www.goibibo.com/hotels/teso-waterfront-hotel-in-Goa-186286931148688904,3,3.3,Service Quality::3.6|Amenities::2.6|Food and Drinks::3.3|Value for Money::3.6|Location::2.9|Cleanliness::3.3,goibibo,Goa,aaa047736a9debc9d80a0a7b2dd61fb3
Room Service|Internet Access|Restaurant,"MARKET CHHAK,TAXI STAND,NEAR HD FC BANK,JAJPUR TOWN",Millitary Chowk,Jajpur,India,2016-08-28,"",null,regular,The standard check-in time is 10:00 AM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Business Center |Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Power Backup|Conference Facility |Board Room|Newspapers In Lobby|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Internet Access|Room Service|Porter Services Available|Public Restrooms|Suites,0,5,20.8341019,Millitary Chowk,86.3326058,http://www.goibibo.com/hotels/detail/Jajpur/hn/752660950390339862/60822914399234737/na/hq/,Millitary Chowk,HTLGBO1000057544,TULASI RESORT,Hotel,Jajpur,2016-08-28 04:58:13 +0000,2016-08-28 04:58:13 +0000,"","",26,"",DBL BED  EXECUTIVE NON AC,https://www.goibibo.com/hotels/dream-palace-hotel-in-Jajpur-6701498190474560296|https://www.goibibo.com/hotels/jagannath-inn-hotel-in-Jajpur-8376679128123321171|https://www.goibibo.com/hotels/deo-residence-&-resorts-hotel-in-Jajpur-3963652922434411341|https://www.goibibo.com/hotels/sarita-resort-hotel-in-Jajpur-5439298480452866881|https://www.goibibo.com/hotels/royal-kalinga-hotel-in-Jajpur-5347849730606570814|https://www.goibibo.com/hotels/roman-dolipur-hotel-and-resort-hotel-in-Jajpur-4355302627778078270,"","",Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Orissa,00e90cb8155d305aaca05076bdefc96d
"","Sri Harsha Road,Mysore",Near Mysore Palace,Mysore,India,2016-08-28,68,null,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Special Note: There maybe supplementary charges for Xmas and New Year as per hotel policy, kindly pay the supplementary charges directly at the hotel..",Beauty Salon - on charge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Locker Facility|Local Tour / Travel Desk|24 Hour Front Desk|Air-Conditioning - Central|Power Backup,3,21,12.3089883607,Near Mysore Palace,76.6563454422,http://www.goibibo.com/hotels/detail/Mysore/hn/6237241643285427714/4557111908647912672/na/hq/,Mysore Palace|Mysore Zoo|Chamundi Hills|Railway Station|Brindavan Garden|Ranganathittu Bird Sanctuary|Jagan Mohan Palace|St. Philomena's Church|Srirangapatna|Bangalore Airport|Somanatha Pur|Tippu Fort|Jaganmohan Palace|University of Mysore|Near Mysore Palace|Captain Bailey Dungeon|Folklore Museum|JSS Hospital|Mall Of Mysore|Chamarajapura Railway Station|Mysore Railway Station|Suburban KSRTC Bus Station|Gun House|KSRTC Bus Depot|Karnataka State Open University|Railway Museum|Nandi Statue|VIKRAM JEEV MYSURU|karanji lake|Mysore City Bus Stand|Mysore Town Hall|Chamundi Indoor Stadium|St Philomenas Church|Mysore Zoo Bus Stop|BGS Apollo Hospital,HTLGBO1000002586,The Viceroy,Hotel,Mysore,2016-08-28 04:58:13 +0000,2016-08-28 04:58:13 +0000,positive reviews::25|critical reviews::13|reviews with images::5,"",65,Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Ensuite / Private Bathroom|Telephone| Hot / Cold Running Water|Housekeeping|Wardrobe|TV|Mirror|Attached Bathroom|Western Toilet Seat,Executive AC Room,https://www.goibibo.com/hotels/mysore-hotel-complex-hotel-in-Mysore-5622508597206315451|https://www.goibibo.com/hotels/shreyas-delux-lodge-hotel-in-Mysore-6756829185002494137|https://www.goibibo.com/hotels/adhi-manor-hotel-in-Mysore-6438039439304945300|https://www.goibibo.com/hotels/palace-plaza-hotel-in-Mysore-7925320144578007416|https://www.goibibo.com/hotels/shivaguru-comforts-hotel-in-Mysore-1221954757750954520|https://www.goibibo.com/hotels/s.c.v.d.s-hotel-in-Mysore-1871238743223317524|https://www.goibibo.com/hotels/maurya-residency-hotel-in-Mysore-8917214518608387186,38,3.3,Service Quality::3.4|Amenities::3.3|Food and Drinks::3.7|Value for Money::3.5|Location::3.9|Cleanliness::3.5,goibibo,Karnataka,ca92cf188871309e1f0053ed750e41e5
"",Near Ramghat Hanuman Dhara Pull Ke Pass Chitrakoot,Karwi,Chitrakoot,India,2016-08-28,"",M.P. State Tourism Dev. Corp. Ltd,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel.,"",0,2,25.1788154,Karwi,80.8654534,http://www.goibibo.com/hotels/detail/Chitrakoot/hn/3287225515989908774/3822250813487287294/na/hq/,Karwi|Ram Ghat,HTLGBO1000059010,Tourist Bungalow (Chitrakoot),Bungalow,Chitrakoot,2016-08-28 04:58:13 +0000,2016-08-28 04:58:13 +0000,"",10 X 10 Sq.ft.,22,Room Service |Air Conditioning |Basic Bathroom Amenities,Ac Deluxe,https://www.goibibo.com/hotels/ram-darbar-hotel-in-Chitrakoot-213636490540495244|https://www.goibibo.com/hotels/mandakini-resort--hotel-in-Chitrakoot-5368562901791861639|https://www.goibibo.com/hotels/vinod-lodge-hotel-in-Chitrakoot-6330424814251734517|https://www.goibibo.com/hotels/ram-kripa-inn-hotel-in-Chitrakoot-7919919507119339147|https://www.goibibo.com/hotels/rahi-tourist-bungalow-hotel-in-Chitrakoot-312013821837037215|https://www.goibibo.com/hotels/shree-jee-bhawan-hotel-in-Chitrakoot-3942370164023388667,"","",Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Uttar Pradesh,75b143ec8d0af870b1a994af746229a8
Room Service|Internet Access|Gym/Spa|Restaurant,"198, Sukhdev Vihar, Okhla, New Delhi-110025",Nehru Place,Delhi,India,2016-08-28,92,Treebo Hotels,regular,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid Photo ID (Driver's License, Voters Card, Passport) required at the time of check-in. Hotel reserves right to admission. This may include cases such as denial of admission to local residents, and to unmarried, unrelated couples, among others.",Business Center |Health Club / Gym Facility Available|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Spa On Site - Chargeable|24 Hour Front Desk|Power Backup|Gardens|Multi Lingual Staff|Fitness Equipment|Smoking Area |Board Room|Food Facility|Newspapers In Lobby|Outdoor Parking - Secured|Parking Facility|Internet Access |Restaurant|Room Service|CCTV|Public Restrooms|Suites,4,38,28.5554975964,Nehru Place,77.2755163113,http://www.goibibo.com/hotels/detail/Delhi/hn/2820046943342890302/6627055654584749702/na/hq/,South Delhi|IIBMS|Lotus Temple|Fortis Escorts Heart Institute &amp; Research Centre|Nehru Place|Jamia Millia Islamia|Indraprastha Apollo Hospitals|Fortis Escorts Heart Institute & Research Centre,HTLGBO1000008410,Treebo Amber,Hotel,Delhi,2016-08-28 04:58:13 +0000,2016-08-28 04:58:13 +0000,positive reviews::13|critical reviews::1|reviews with images::4,25 X 10 Sq.ft.,19,"Room Service |Air Conditioning |Basic Bathroom Amenities|Tea Coffee Kettle / Maker|Internet Connection In Room|Refrigerator|Telephone|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Primium Bathrooms|Blackout Drapes|Safe - In - Room |Coffee Table|Wardrobe|Sofa Table / Extra Seats |TV|Mini Refrigerator|Work Station|Attached Bathroom|Closet|Clothes Hook in Bathroom|Daily Room Cleaning|In-room Storage Space|In-Room Safe|Rooms with Attached Bathrooms",Deluxe Room,https://www.goibibo.com/hotels/rajdeep-palace-delhi-hotel-in-Delhi-4217485374898776917|https://www.goibibo.com/hotels/the-suryaa-hotel-hotel-in-Delhi-4968649055333120595|https://www.goibibo.com/hotels/ikon-residency-hotel-in-Delhi-8231216166531477887|https://www.goibibo.com/hotels/treebo-royce-hotel-in-Delhi-4260349822481479396|https://www.goibibo.com/hotels/trendy-bed-and-breakfast-hotel-in-Delhi-7968196094474384480|https://www.goibibo.com/hotels/basil-the-residency-hotel-in-Delhi-2513525571324921637,14,4.4,Service Quality::4.3|Amenities::4.4|Food and Drinks::4.0|Value for Money::4.4|Location::4.1|Cleanliness::4.1,goibibo,Delhi,a53b2613f9ed8f41a6e0722b048165f8
Room Service|Free Internet,"LAL BATTI CHOWK, OPP. DENA BANK, DABWALI ROAD.",Lal Bati Chowk,Sirsa,India,2016-08-28,60,null,regular,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Pets not allowed. need valid ID proof,Front Desk|Power Backup|Internet Access Free|Room Service (24 Hours)|Room Service,3,12,29.5331051,Lal Bati Chowk,75.0357876,http://www.goibibo.com/hotels/detail/Sirsa/hn/4658922385556602830/2046218420810300977/na/hq/,Lal Bati Chowk,HTLGBO1000038274,The Sirsa Regency,Hotel,Sirsa,2016-08-28 04:58:13 +0000,2016-08-28 04:58:13 +0000,positive reviews::11|critical reviews::4|reviews with images::0,"",20,Room Service |Air Conditioning |Cable / Satellite / Pay TV available|Ceiling Fan|Mini bar - On Charge |Internet Connection In Room|Breakfast Available (surcharge)|Mineral Water|Housekeeping|HD / LCD Satellite TV |Split A.C's|Mirror,Deluxe Room,https://www.goibibo.com/hotels/galaxy-hotel-in-Sirsa-2200675550987873418|https://www.goibibo.com/hotels/bansal-residency-hotel-in-Sirsa-4677874063864993343|https://www.goibibo.com/hotels/mahak-hotel-in-Sirsa-6227193188709200453|https://www.goibibo.com/hotels/mbs-hotel-in-Sirsa-2108957892973840499|https://www.goibibo.com/hotels/deep-hotel-in-Sirsa-318446236698683451|https://www.goibibo.com/hotels/vedic-resorts-hotel-in-Sirsa-151291014256383566|https://www.goibibo.com/hotels/bansal-guest-house-hotel-in-Sirsa-2319354328537178340|https://www.goibibo.com/hotels/sarsaii-stays-hotel-in-Sirsa-9196272334973097407|https://www.goibibo.com/hotels/solitaire-grand-hotel-in-Sirsa-8157016676905955600|https://www.goibibo.com/hotels/rc-inn-(a-unit-of-hotel-r-c-regency)-hotel-in-Sirsa-2469383427823035119,15,3.5,Service Quality::3.3|Amenities::3.3|Food and Drinks::2.3|Value for Money::3.3|Location::3.7|Cleanliness::2.3,goibibo,Haryana,6f53720567c09b5fd6000f98b417edbd
Room Service|Internet Access|Gym/Spa|Swimming Pool|Restaurant,"International Airport Circle, Near Cantonment Hansol, Ahmedabad","Airport Zone, Hansol",Ahmedabad,India,2016-08-28,92,null,regular,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid ID proof is required at the time of check in for all guests. Locals and unmarried couples are not allowed ( 30 KM area radius from hotel  take as a local area.  Two adults and Two kids Upto the age of 12 years (without extra bed)  are included in the display rate. Maximum of 1 extra bed can be accommodated in all room types at a cost of INR.1000 plus taxes on Room Only basis.,"Swimming Pool|Airport Transfer Available / Surcharge|Ballroom|Banquet Facilities|Bar / Lounge |Beauty Salon - on charge|Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Gift Shop |Health Club / Gym Facility Available|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Gardens|Audio - Visual Equipment|Computer Rental|Exhibit Space|Wake-up Call / Service|Fitness Equipment|Porter / Bellhop|Sauna|Suitable For Children|Conference Facility |Smoking Rooms|Disabled Friendly Rooms|Fax Machine|Electronic / Magnetic Keys|Jacuzzi|Wheelchair Accessibility - Room|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |In House Events |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Car Rental|Kids Play Zone|Meditation Room|Taxi Services|Board Room|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Party hall|STD / ISD|Baggage Room|Laptop Available on Hire|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access |Restaurant|Room Service|Fire Safety|Anti-Slip Ramps|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Metal Detectors|Paid Transfers|Pest Control Facility|Porter Services Available|Public Restrooms|Security at All Hotel Entrances|Speciality Restaurant |Suites|X-Ray Machine at Entrance",5,33,23.0755844,"Airport Zone, Hansol",72.6202567,http://www.goibibo.com/hotels/detail/Ahmedabad/hn/6067246467661897899/7040546842815939076/na/hq/,"Airport Zone, Hansol|Sahjipur Railway Station|Government Dental College and Hospital|Dr. Babasaheb Ambedkar Open University|Sardar Vallabhbhai Patel International Airport|Civil Hospital|Sardar Patel Gujarat Stadium|Sardargram Railway Station|Asarwa Railway Station|MP Shah Cancer Hospital|Sabarmati Railway Station",HTLGBO1000089944,The Ummed Ahmedabad,Hotel,Ahmedabad,2016-08-28 04:58:13 +0000,2016-08-28 04:58:13 +0000,positive reviews::26|critical reviews::2|reviews with images::6,"",46,Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Telephone| Hot / Cold Running Water,Deluxe Room,https://www.goibibo.com/hotels/rj-residency-hotel-in-Ahmedabad-4323249017256476581|https://www.goibibo.com/hotels/airport-residency-hotel-in-Ahmedabad-1096591774404062843|https://www.goibibo.com/hotels/kings-residency--hotel-in-Ahmedabad-193849680167085339|https://www.goibibo.com/hotels/kyra-hotel-in-Ahmedabad-19811638798616138|https://www.goibibo.com/hotels/home-stay-inn-hotel-in-Ahmedabad-3543796982353427482|https://www.goibibo.com/hotels/the-gateway-hotel-ummed-(a-taj-hotel)-hotel-in-Ahmedabad-3684347661304004672|https://www.goibibo.com/hotels/pristine-residency-hotel-in-Ahmedabad-596502415674041988|https://www.goibibo.com/hotels/comfort-inn-sunset-hotel-in-Ahmedabad-8391679671715518298|https://www.goibibo.com/hotels/-kabir-residency-hotel-in-Ahmedabad-3940104038558686123|https://www.goibibo.com/hotels/german-palace-by-vinca-hotel-in-Ahmedabad-3690999104581908110,28,4.4,Service Quality::4.4|Amenities::4.3|Food and Drinks::4.7|Value for Money::4.4|Location::4.4|Cleanliness::4.7,goibibo,Gujarat,4adf45c8b722ebdd99aec3f755ea32ba
